"PMID","AuthorN","AuthorForename","AuthorLastname","AuthorInitials","AuthorAffiliation"
18692183,3,"Taiyi","Jin","T",""
18692183,4,"Tingting","Ye","T",""
18692183,5,"Qinghu","Kong","Q",""
18692183,6,"Zaijuan","Wang","Z",""
18692183,7,"Lijian","Lei","L",""
18692183,8,"Ingvar A","Bergdahl","IA",""
18692183,9,"Gunnar F","Nordberg","GF",""
18692590,1,"Brian C","Small","BC","USDA/ARS Catfish Genetics Research Unit, Thad Cochran National Warmwater Aquaculture Center, P.O. Box 38, Stoneville, MS 38776, USA. Brian.Small@ars.usda.gov"
18692590,2,"Christopher A","Murdock","CA",""
18692590,3,"A Lelania","Bilodeau-Bourgeois","AL",""
18692590,4,"Brian C","Peterson","BC",""
18692590,5,"Geoffrey C","Waldbieser","GC",""
18695889,1,"Craig","Blum","C","Department of Surgery, Medical University of South Carolina, Charleston, SC 29425, USA."
18695889,2,"Amanda","Graham","A",""
18695889,3,"Matt","Yousefzadeh","M",""
18695889,4,"Jessica","Shrout","J",""
18695889,5,"Katie","Benjamin","K",""
18695889,6,"Murli","Krishna","M",""
18695889,7,"Raza","Hoda","R",""
18695889,8,"Rana","Hoda","R",""
18695889,9,"David J","Cole","DJ",""
18695889,10,"Elizabeth","Garrett-Mayer","E",""
18695889,11,"Carolyn","Reed","C",""
18695889,12,"Michael","Wallace","M",""
18695889,13,"Michael","Mitas","M",""
18791950,1,"Wei-Tung","Lin","WT","Division of Nephrology, Department of Medicine, Tian-Sheng Memorial Hospital, Tong-Kang, Ping-Tong, Taiwan."
18791950,2,"Chung-Chang","Tsai","CC",""
18791950,3,"Chen-Yin","Chen","CY",""
18791950,4,"Wei-Jen","Lee","WJ",""
18791950,5,"Ching-Chyuan","Su","CC",""
18791950,6,"Yu-Jen","Wu","YJ",""
18795399,1,"M A","Melikoglu","MA","Department of Physical Medicine and Rehabilitation, School of Medicine, Ataturk University, Erzurum, Turkey. mamelikoglu@gmail.com"
18795399,2,"K","Yildirim","K",""
18795399,3,"K","Senel","K",""
18925567,1,"Cristina Aparecida Troques da Silveira","Mitteldorf","CA","Laboratory of Surgical and Molecular Pathology, Hospital Sírio Libanês, rua Dona Adma Jafet 91, São Paulo, Brazil. crismitteldorf@ig.com.br"
18925567,2,"Juliana Moreira","de Sousa-Canavez","JM",""
18925567,3,"Celso","Massumoto","C",""
18925567,4,"Luis Heraldo","da Camara-Lopes","LH",""
18931340,1,"Madhav V","Dhodapkar","MV","Section of Hematology and Yale Cancer Center, Yale University, New Haven, CT 06510, USA. madhav.dhodapkar@yale.edu"
18931340,2,"Antje","Hoering","A",""
18931340,3,"Morie A","Gertz","MA",""
18931340,4,"Saul","Rivkin","S",""
18931340,5,"Jackie","Szymonifka","J",""
18931340,6,"John","Crowley","J",""
18931340,7,"Bart","Barlogie","B",""
18974019,1,"Shinichiro","Kagawa","S","Department of Forensic Pathology and Science, Unit of Social Medicine, Course of Medical and Dental Sciences, Graduate School of Biomedical Sciences, Nagasaki University, Sakamoto, Nagazaki, Japan."
18974019,2,"Aya","Matsuo","A",""
18974019,3,"Yoichi","Yagi","Y",""
18974019,4,"Kazuya","Ikematsu","K",""
18974019,5,"Ryouichi","Tsuda","R",""
18974019,6,"Ichiro","Nakasono","I",""
19012427,1,"Sanjeev K","Akkina","SK","Department of Medicine, University of Minnesota, Minneapolis, Minnesota 55455, USA."
19012427,2,"Yan","Zhang","Y",""
19012427,3,"Gary L","Nelsestuen","GL",""
19012427,4,"William S","Oetting","WS",""
19012427,5,"Hassan N","Ibrahlm","HN",""
19073563,1,"Yan-Qing","Yang","YQ","State Key Laboratory of Medical Genomics and Shanghai Institute of Hematology, Ruijin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai 200025, China. yanqing_yang@shbiochip.com"
19073563,2,"Wen","Zhang","W",""
19073563,3,"Bao-Feng","Zhang","BF",""
19073563,4,"Heng-Jun","Gao","HJ",""
19073563,5,"Qing-Hua","Zhang","QH",""
19083749,1,"Marielle","Heinrich","M","Institute of Legal Medicine, University of Freiburg, Albertstr 9, 79104 Freiburg, Germany. marielle.heinrich@uniklinik-freiburg.de"
19083749,2,"Sabine","Lutz-Bonengel","S",""
19083749,3,"Katja","Matt","K",""
19083749,4,"Ulrike","Schmidt","U",""
19131113,1,"Yvette M","Schlotter","YM","Department of Clinical Sciences of Companion Animals, Faculty of Veterinary Medicine, Utrecht University, Utrecht, The Netherlands."
19131113,2,"Eveline Z","Veenhof","EZ",""
19131113,3,"Bas","Brinkhof","B",""
19131113,4,"Victor P M G","Rutten","VP",""
19131113,5,"Bart","Spee","B",""
19131113,6,"Ton","Willemse","T",""
19131113,7,"Louis C","Penning","LC",""
19139731,1,"Y","Khaled","Y","Blood and Marrow Transplant Program, University of Michigan Comprehensive Cancer Center, Ann Arbor, MI 48109-0914, USA. ykhaled@umich.edu"
19139731,2,"M H","Abidi","MH",""
19139731,3,"N","Janakiraman","N",""
19139731,4,"K","Kato","K",""
19139731,5,"J E","Levine","JE",""
19139731,6,"P","Reddy","P",""
19139731,7,"M","Medina","M",""
19139731,8,"E","Peres","E",""
19139731,9,"A","Hanbali","A",""
19139731,10,"S","Mineishi","S",""
19295492,1,"M Orkun","Sahsivar","MO","Department of Cardiovascular Surgery, Meram Medical School, Selcuk University, Konya, Turkey."
19295492,2,"Cüneyt","Narin","C",""
19295492,3,"Aysel","Kiyici","A",""
19295492,4,"Hatice","Toy","H",""
19295492,5,"Erdal","Ege","E",""
19295492,6,"Ali","Sarigül","A",""
19388937,1,"Julio","Delgado","J","Department of Haematology, Hospital de la Santa Creu i Sant Pau, Barcelona, Spain. jdelgadog@santpau.cat"
19388937,2,"Guy","Pratt","G",""
19388937,3,"Neil","Phillips","N",""
19388937,4,"Javier","Briones","J",""
19388937,5,"Chris","Fegan","C",""
19388937,6,"Josep","Nomdedeu","J",""
19388937,7,"Chris","Pepper","C",""
19388937,8,"Anna","Aventin","A",""
19388937,9,"Ramon","Ayats","R",""
19388937,10,"Salut","Brunet","S",""
19388937,11,"Rodrigo","Martino","R",""
19388937,12,"David","Valcarcel","D",""
19388937,13,"Donald","Milligan","D",""
19388937,14,"Jorge","Sierra","J",""
19389958,1,"A K G","Kadegowda","AK","Department of Animal and Avian Sciences, University of Maryland, College Park 20742, USA."
19389958,2,"M","Bionaz","M",""
19389958,3,"B","Thering","B",""
19389958,4,"L S","Piperova","LS",""
19389958,5,"R A","Erdman","RA",""
19389958,6,"J J","Loor","JJ",""
19445681,1,"Kil S","Lee","KS","Associação Fundo de Incentivo à Psicofarmacologia, São Paulo, Brazil. kil_sun_lee@yahoo.com.br"
19445681,2,"Tathiana A","Alvarenga","TA",""
19445681,3,"Camila","Guindalini","C",""
19445681,4,"Monica L","Andersen","ML",""
19445681,5,"Rosa M R P S","Castro","RM",""
19445681,6,"Sergio","Tufik","S",""
19464249,1,"Gilad","Silberberg","G","Department of Human Genetics and Biochemistry, Sackler School of Medicine, Tel Aviv University, Tel Aviv 69978, Israel. giladzil@post.tau.ac.il"
19464249,2,"Kuti","Baruch","K",""
19464249,3,"Ruth","Navon","R",""
19540908,1,"Gunnar F","Nordberg","GF","Environmental Medicine, Department of Public Health and Clinical Medicine, Umea University, SE-90187 Umea, Sweden. Gunnar.Nordberg@envmed.umu.se"
19544972,1,"Bala","Gur-Dedeoglu","B","Department of Molecular Biology and Genetics, Faculty of Science, Bilkent University, Ankara, Turkey."
19544972,2,"Ozlen","Konu","O",""
19544972,3,"Betul","Bozkurt","B",""
19544972,4,"Gulusan","Ergul","G",""
19544972,5,"Selda","Seckin","S",""
19544972,6,"Isik G","Yulug","IG",""
19573231,1,"Jens","Stern-Straeter","J","Department of Otolaryngology, Head and Neck Surgery, University Hospital Mannheim, University of Heidelberg, 68167 Mannheim, Germany. jens.stern-straeter@hno.ma.uni-heidelberg.de"
19573231,2,"Gabriel A","Bonaterra","GA",""
19573231,3,"Karl","Hörmann","K",""
19573231,4,"Ralf","Kinscherf","R",""
19573231,5,"Ulrich R","Goessler","UR",""
19650912,1,"Benjamin","Lallemant","B","Service d'ORL et Chirurgie Maxillo-faciale, Centre Hospitalier Universitaire de Nîmes, Place du Pr, Robert Debré, 30029 Nîmes Cedex 9, France. benjamin.lallemant@chu-nimes.fr"
19650912,2,"Alexandre","Evrard","A",""
19650912,3,"Christophe","Combescure","C",""
19650912,4,"Heliette","Chapuis","H",""
19650912,5,"Guillaume","Chambon","G",""
19650912,6,"Caroline","Raynal","C",""
19650912,7,"Christophe","Reynaud","C",""
19650912,8,"Omar","Sabra","O",""
19650912,9,"Dominique","Joubert","D",""
19650912,10,"Frédéric","Hollande","F",""
19650912,11,"Jean-Gabriel","Lallemant","JG",""
19650912,12,"Serge","Lumbroso","S",""
19650912,13,"Jean-Paul","Brouillet","JP",""
19787075,1,"Beatriz","Honorato","B","Clinical Genetics Unit and Oncology Department, University Clinic of Navarra, Pamplona, Spain. bhoncia@alumni.unav.es"
19787075,2,"Juan","Alcalde","J",""
19787075,3,"Rafael","Martinez-Monge","R",""
19787075,4,"Natalia","Zabalegui","N",""
19787075,5,"Jesús","Garcia-Foncillas","J",""
19840141,1,"Laura","Troidle","L","Milford Hemodialysis Center, Renal Research Institute, Milford, Connecticut, USA."
19840141,2,"Fredric","Finkelstein","F",""
19840141,3,"Mark","Hotchkiss","M",""
19840141,4,"John Ken","Leypoldt","JK",""
19848299,1,"G A","Johnson","GA","Department of Veterinary Integrative Biosciences, College of Veterinary Medicine and Biomedical Sciences, Texas A&M University, College Station, TX 77843-4458, USA. gjohnson@cvm.tamu.edu"
19848299,2,"F W","Bazer","FW",""
19848299,3,"R C","Burghardt","RC",""
19848299,4,"T E","Spencer","TE",""
19848299,5,"G","Wu","G",""
19848299,6,"K J","Bayless","KJ",""
19899131,1,"Martha Q","Lacy","MQ","Division of Hematology, Mayo Clinic College of Medicine, 200 First Street SW, Rochester, MN 55905, USA. lacy.martha@mayo.edu"
19899131,2,"Sumithra","Mandrekar","S",""
19899131,3,"Angela","Dispenzieri","A",""
19899131,4,"Suzanne","Hayman","S",""
19899131,5,"Shaji","Kumar","S",""
19899131,6,"Francis","Buadi","F",""
19899131,7,"David","Dingli","D",""
19899131,8,"Mark","Litzow","M",""
19899131,9,"Peter","Wettstein","P",""
19899131,10,"Douglas","Padley","D",""
19899131,11,"Brian","Kabat","B",""
19899131,12,"Dennis","Gastineau","D",""
19899131,13,"S Vincent","Rajkumar","SV",""
19899131,14,"Morie A","Gertz","MA",""
20036209,1,"Fengchao","Wang","F","Institute of Combined Injury, State Key Laboratory of Trauma, Burns and Combined Injury, College of Preventive Medicine, Third Military Medical University, 30 Gaotanyan Road, Shapingba District, Chongqing 400038, China."
20036209,2,"Junping","Wang","J",""
20036209,3,"Dengqun","Liu","D",""
20036209,4,"Yongping","Su","Y",""
20198709,1,"Davide","Rossi","D","Division of Hematology, Department of Clinical and Experimental Medicine, Amedeo Avogadro University of Eastern Piedmont and Maggiore della Carita Hospital, Novara, Italy. rossidav@med.munipmn.it"
20198709,2,"Marco","Fangazio","M",""
20198709,3,"Lorenzo","De Paoli","L",""
20198709,4,"Alessia","Puma","A",""
20198709,5,"Paola","Riccomagno","P",""
20198709,6,"Valeria","Pinto","V",""
20198709,7,"Paola","Zigrossi","P",""
20198709,8,"Antonio","Ramponi","A",""
20198709,9,"Guido","Monga","G",""
20198709,10,"Gianluca","Gaidano","G",""
20339955,1,"Gai-Ping","Wang","GP","College of Life Science, Henan Normal University, No. 46 Jianshe East Road, Xinxiang, Henan Province, China. xiaowang0529@163.com"
20339955,2,"Cun-Shuan","Xu","CS",""
20362333,1,"Jean-Marie","Bruey","JM","Department of Hematology and Oncology R&D, Quest Diagnostics Nichols Institute, 33608 Ortega Highway, San Juan Capistrano, CA 92690, USA."
20362333,2,"Hagop","Kantarjian","H",""
20362333,3,"Wanlong","Ma","W",""
20362333,4,"Zeev","Estrov","Z",""
20362333,5,"Chenhsiung","Yeh","C",""
20362333,6,"Amber","Donahue","A",""
20362333,7,"Heather","Sanders","H",""
20362333,8,"Susan","O'Brien","S",""
20362333,9,"Michael","Keating","M",""
20362333,10,"Maher","Albitar","M",""
20374041,1,"Ingrid","Zegers","I","Institute for Reference Materials and Measurements (IRMM), Joint Research Centre, European Commission, Geel, Belgium. Ingrid.Zegers@ec.europa.eu"
20374041,2,"Wiebke","Schreiber","W",""
20374041,3,"Sarah","Linstead","S",""
20374041,4,"Manfred","Lammers","M",""
20374041,5,"Matthew","McCusker","M",""
20374041,6,"Amalia","Muñoz","A",""
20374041,7,"Yoshi","Itoh","Y",""
20374041,8,"Giampaolo","Merlini","G",""
20374041,9,"Stefanie","Trapmann","S",""
20374041,10,"Hendrik","Emons","H",""
20374041,11,"Joanna","Sheldon","J",""
20374041,12,"Heinz","Schimmel","H",""
20454974,1,"Maja A","Hofmann","MA","Department of Dermatology and Allergy, Skin Cancer and Melanoma Center, Charité, Universitätsmedizin Berlin, Berlin, Germany. maja.hofmann@charite.de"
20454974,2,"Felix","Kiecker","F",""
20454974,3,"Ingeborg","Küchler","I",""
20454974,4,"Christian","Kors","C",""
20454974,5,"Uwe","Trefzer","U",""
20579813,1,"Jean","McBryan","J","Teagasc Ashtown Food Research Centre, Ashtown, Dublin 15, Ireland."
20579813,2,"Ruth M","Hamill","RM",""
20579813,3,"Grace","Davey","G",""
20579813,4,"Peadar","Lawlor","P",""
20579813,5,"Anne Maria","Mullen","AM",""
20599650,1,"Yuanming","Shen","Y","Women's Reproductive Health Laboratory of Zhejiang Province, Women's Hospital, School of Medicine, Zhejiang University, Hangzhou 310006, China."
20599650,2,"Yang","Li","Y",""
20599650,3,"Feng","Ye","F",""
20599650,4,"Fenfen","Wang","F",""
20599650,5,"Weiguo","Lu","W",""
20599650,6,"Xing","Xie","X",""
20652825,1,"Simone","Helmig","S","Institut und Poliklinik für Arbeits- und Sozialmedizin, Justus-Liebig-Universität, Aulweg 129, 35392, Giessen, Germany. Simone.Helmig@arbmed.med.uni-giessen.de"
20652825,2,"Peter","Stephan","P",""
20652825,3,"Juliane","Döhrel","J",""
20652825,4,"Joachim","Schneider","J",""
20678479,1,"Renfu","Yin","R","Comprehensive Pneumology Center, Institute of Lung Biology and Disease (iLBD), Helmholtz Zentrum München, Ingolstädter Landstrasse 1, D-85764 Neuherberg/Munich, Germany."
20678479,2,"Furong","Tian","F",""
20678479,3,"Birgit","Frankenberger","B",""
20678479,4,"Martin Hrabé","de Angelis","MH",""
20678479,5,"Tobias","Stoeger","T",""
20807498,1,"A","Muñoz","A","Joint Research Centre, Institute for Reference Material and Measurements, Geel, Belgium. amalia.MUNOZ-PINEIRO@ec.europa.eu"
20807498,2,"R","Kral","R",""
20807498,3,"H","Schimmel","H",""
20813001,1,"Vilma","Valceckiene","V","Departments of Molecular and Regenerative Medicine, Oncology and Transfusion Medicine Centre, Vilnius University Hospital Santariskiu Clinics, Vilnius University, Lithuania. vilma.valceckiene@santa.lt"
20813001,2,"Rima","Kontenyte","R",""
20813001,3,"Arturas","Jakubauskas","A",""
20813001,4,"Laimonas","Griskevicius","L",""
21127468,1,"Y","Shima","Y","Department of Pediatrics, Nippon Medical School, Tokyo, Japan. shima-p@nms.ac.jp"
21127468,2,"S","Nishimaki","S",""
21127468,3,"M","Nakajima","M",""
21127468,4,"S","Kumasaka","S",""
21127468,5,"M","Migita","M",""
21137034,1,"Estrid","Høgdall","E","Department of Pathology, Danish CancerBiobank, Herlev University Hospital, Copenhagen, Denmark. Hogdall@dadlnet.dk"
21137034,2,"Eric T","Fung","ET",""
21137034,3,"Ib Jarle","Christensen","IJ",""
21137034,4,"Christine","Yip","C",""
21137034,5,"Lotte","Nedergaard","L",""
21137034,6,"Svend Aage","Engelholm","SA",""
21137034,7,"Signe","Risum","S",""
21137034,8,"Anette Lykke","Petri","AL",""
21137034,9,"Lene","Lundvall","L",""
21137034,10,"Lee","Lomas","L",""
21137034,11,"Claus","Høgdall","C",""
21211854,1,"Alexander","Jais","A","VetOMICS Core Facility for Research, University of Veterinary Medicine Vienna, Veterinaerplatz 1, A-1210 Vienna, Austria."
21211854,2,"Dieter","Klein","D",""
21211854,3,"Birgitt","Wolfesberger","B",""
21211854,4,"Ingrid","Walter","I",""
21220029,1,"Wei","Dang","W","Key Laboratory of Experimental Marine Biology, Institute of Oceanology, Chinese Academy of Sciences, 7 Nanhai Road, Qingdao 266071, PR China."
21220029,2,"Li","Sun","L",""
21300045,1,"Pachiappan","Chitra","P","Department of Biochemistry, Penang International Dental College, Vinayaka Mission University, Salem-636308, TamilNadu, India."
21300045,2,"Balakrishnan","Bakthavatsalam","B",""
21300045,3,"Thayumanavan","Palvannan","T",""
21365752,1,"Rajesh","Rajpal","R","National Institute for Cellular Biotechnology (NICB), Dublin City University, Dublin, Ireland."
21365752,2,"Paul","Dowling","P",""
21365752,3,"Justine","Meiller","J",""
21365752,4,"Colin","Clarke","C",""
21365752,5,"William G","Murphy","WG",""
21365752,6,"Robert","O'Connor","R",""
21365752,7,"Malcolm","Kell","M",""
21365752,8,"Constantine","Mitsiades","C",""
21365752,9,"Paul","Richardson","P",""
21365752,10,"Kenneth C","Anderson","KC",""
21365752,11,"Martin","Clynes","M",""
21365752,12,"Peter","O'Gorman","P",""
21391462,1,"Marijana","Dajak","M","Center of Medical Biochemistry, Clinical Center of Serbia, Belgrade, Serbia. majadajak@gmail.com"
21391462,2,"Svetlana","Ignjatović","S",""
21391462,3,"Biljana","Stojimirović","B",""
21391462,4,"Snezana","Gajić","S",""
21391462,5,"Nada","Majkić-Singh","N",""
21397955,1,"R C","Elders","RC","Department of Veterinary Clinical Sciences, Royal Veterinary College, Hawkshead Lane, North Mymms, Hatfield, Hertfordshire AL97TA, UK."
21397955,2,"A","Holder","A",""
21397955,3,"S J","Baines","SJ",""
21397955,4,"D","Argyle","D",""
21397955,5,"B","Catchpole","B",""
21411251,1,"Seyit A","Kayis","SA","Biometry-Genetics Unit, Department of Animal Science, Faculty of Agriculture, Selcuk University, Konya, Turkey."
21411251,2,"Mehmet O","Atli","MO",""
21411251,3,"Ercan","Kurar","E",""
21411251,4,"Faruk","Bozkaya","F",""
21411251,5,"Ahmet","Semacan","A",""
21411251,6,"Selim","Aslan","S",""
21411251,7,"Aydin","Guzeloglu","A",""
21414303,1,"Liesbeth","Ceelen","L","Department of Toxicology, Faculty of Medicine and Pharmacy, Center for Pharmaceutical Research, Vrije Universiteit Brussel, Laarbeeklaan 103, Brussels, Belgium. lceelen@vub.ac.be"
21414303,2,"Ward","De Spiegelaere","W",""
21414303,3,"Michael","David","M",""
21414303,4,"Jurgen","De Craene","J",""
21414303,5,"Mathieu","Vinken","M",""
21414303,6,"Tamara","Vanhaecke","T",""
21414303,7,"Vera","Rogiers","V",""
21423363,1,"Radhakrishnan","Nagarajan","R","Division of Biomedical Informatics, University of Arkansas for Medical Sciences Little Rock, AR, USA. rnagarajan@uams.edu"
21423363,2,"Sujay","Datta","S",""
21423363,3,"Marco","Scutari","M",""
21423363,4,"Marjorie L","Beggs","ML",""
21423363,5,"Greg T","Nolen","GT",""
21423363,6,"Charlotte A","Peterson","CA",""
21501585,1,"Shouqi","Wang","S","Department of Animal Genetics, Breeding and Reproduction, College of Animal Science, South China Agricultural University, Guangzhou, Guangdong 510642, China. shouqiw@163.com"
21501585,2,"Jiaqi","Li","J",""
21501585,3,"Ailing","Zhang","A",""
21501585,4,"Manqing","Liu","M",""
21501585,5,"Hao","Zhang","H",""
21510983,1,"Alessandro","Martino","A","University of Pisa, Department of Biology, Genetics Division, Italy."
21510983,2,"Manuela","Cabiati","M",""
21510983,3,"Manuela","Campan","M",""
21510983,4,"Tommaso","Prescimone","T",""
21510983,5,"Daiana","Minocci","D",""
21510983,6,"Chiara","Caselli","C",""
21510983,7,"Anna Maria","Rossi","AM",""
21510983,8,"Daniela","Giannessi","D",""
21510983,9,"Silvia","Del Ry","S",""
21527436,1,"Peter J","O'Shaughnessy","PJ","Institute of Biodiversity, Animal Health and Comparative Medicine, College of Medical, Veterinary and Life Sciences, University of Glasgow, UK. peter.oshaughnessy@glasgow.ac.uk"
21527436,2,"Ana","Monteiro","A",""
